LGA,Climate,Crop,pH,N,P,K,Temp,Rainfall,Salinity
Jos South,Highland,Wheat,8.28,176.51,43.51,32.72,12.15,553.21,1.7
Jos South,Highland,Wheat,7.12,166.68,41.59,18.75,17.56,533.68,0.91
Jos South,Highland,Wheat,6.93,184.0,55.96,40.33,13.97,712.3,2.02
Jos South,Highland,Wheat,6.27,178.16,39.13,38.74,16.43,699.14,1.98
Jos South,Highland,Wheat,5.92,109.54,31.35,37.89,16.76,703.35,2.71
Jos South,Highland,Wheat,6.63,145.31,31.4,25.82,16.52,748.96,0.99
Jos South,Highland,Wheat,6.55,81.56,35.7,44.47,16.17,708.35,1.29
Jos South,Highland,Wheat,6.65,106.57,41.87,37.62,15.93,588.69,0.6
Jos South,Highland,Wheat,7.9,111.86,32.74,41.59,13.36,773.54,1.79
Jos South,Highland,Wheat,7.43,85.99,44.87,35.29,13.43,666.71,0.6
Jos South,Highland,Wheat,7.11,95.81,29.88,18.75,17.73,576.66,2.59
Jos South,Highland,Wheat,6.02,76.04,31.26,49.51,14.05,586.1,1.39
Jos South,Highland,Wheat,7.22,158.39,46.25,26.22,11.25,601.81,1.47
Jos South,Highland,Wheat,5.52,97.91,39.79,30.76,14.6,561.6,1.05
Jos South,Highland,Wheat,5.57,151.77,43.83,18.75,11.8,475.58,0.68
Jos South,Highland,Wheat,6.54,83.55,32.4,18.75,15.1,658.08,0.62
Jos South,Highland,Wheat,6.84,109.88,36.2,55.9,18.39,498.53,1.97
Jos South,Highland,Wheat,7.57,92.34,42.57,53.92,11.25,543.07,2.14
Jos South,Highland,Wheat,6.95,141.9,39.77,37.18,11.25,772.06,2.27
Jos South,Highland,Wheat,6.37,124.55,28.83,38.98,16.16,642.75,2.23
Jos South,Highland,Wheat,6.25,142.28,31.82,31.13,13.99,676.26,0.92
Jos South,Highland,Wheat,6.49,149.9,35.23,18.75,19.58,811.01,0.6
Jos South,Highland,Wheat,7.43,111.15,39.32,35.77,13.82,558.65,0.64
Jos South,Highland,Pineapple,4.08,231.75,52.0,113.13,22.6,1210.27,0.08
Jos South,Highland,Pineapple,5.41,286.28,58.29,163.84,22.74,1034.39,0.08
Jos South,Highland,Pineapple,6.14,302.15,43.89,161.4,22.6,913.37,0.62
Jos South,Highland,Pineapple,7.87,233.63,36.69,178.43,22.69,909.6,0.76
Jos South,Highland,Pineapple,3.59,294.19,45.72,269.1,25.67,815.84,0.08
Jos South,Highland,Pineapple,6.13,249.96,52.25,160.6,16.5,947.58,0.08
Jos South,Highland,Pineapple,4.57,324.93,38.14,211.06,20.35,901.04,0.52
Jos South,Highland,Pineapple,5.53,289.18,64.07,137.75,19.56,760.1,0.08
Jos South,Highland,Pineapple,8.12,316.79,37.04,82.5,22.13,1045.77,0.44
Jos South,Highland,Pineapple,4.84,260.68,56.61,164.47,16.5,909.79,0.08
Jos South,Highland,Pineapple,5.34,375.0,57.07,138.89,23.16,1034.47,0.39
Jos South,Highland,Pineapple,5.84,350.03,39.6,189.31,18.83,1047.21,0.08
Jos South,Highland,Pineapple,4.66,253.73,64.16,217.8,18.08,959.61,0.08
Jos South,Highland,Pineapple,3.68,256.93,49.19,275.0,22.02,708.92,0.08
Jos South,Highland,Pineapple,6.32,351.34,34.3,82.5,25.39,1018.18,0.08
Jos South,Highland,Pineapple,5.75,172.5,52.82,179.97,23.17,772.57,0.28
Jos South,Highland,Pineapple,4.07,276.28,42.35,132.83,18.66,1063.95,0.55
Jos South,Highland,Pineapple,4.87,267.38,35.9,139.78,20.88,1250.0,0.08
Jos South,Highland,Pineapple,6.83,306.64,56.05,271.61,21.87,1018.1,0.23
Jos South,Highland,Pineapple,6.55,310.72,45.49,82.5,20.52,809.99,0.22
Jos South,Highland,Pineapple,6.57,247.09,52.28,162.69,22.99,556.79,0.08
Jos South,Highland,Pineapple,5.38,314.96,47.05,82.5,22.45,838.81,0.08
Jos South,Highland,Pineapple,4.42,258.26,45.74,82.5,23.1,1173.1,0.47
Jos South,Highland,Pineapple,3.82,257.57,52.71,197.33,22.57,821.52,0.28
Jos South,Highland,Pineapple,5.67,325.43,60.99,209.51,21.2,1196.83,0.39
Jos South,Highland,Pineapple,4.14,323.29,60.92,130.6,19.88,1001.9,0.41
Jos South,Highland,Pineapple,5.37,278.57,72.6,227.61,21.45,1114.73,0.08
Jos South,Highland,Pineapple,5.6,339.91,50.24,104.68,19.47,759.31,0.08
Jos South,Highland,Pineapple,4.71,208.26,52.97,216.76,18.87,1215.87,0.43
Jos South,Highland,Pineapple,6.33,238.88,62.74,89.03,23.09,980.07,0.44
Jos South,Highland,Pineapple,3.78,229.16,59.74,98.23,22.09,710.75,0.54
Jos South,Highland,Pineapple,3.71,288.43,60.08,114.34,22.36,995.58,0.08
Jos South,Highland,Pineapple,3.97,185.45,56.86,82.5,21.22,903.9,0.48
Jos South,Highland,Pineapple,4.79,252.33,61.31,180.43,21.74,1032.12,0.08
Jos South,Highland,Pineapple,6.01,290.9,40.93,143.34,20.91,926.46,0.36
Jos South,Highland,Pineapple,6.79,310.12,37.49,198.82,24.12,1017.69,0.63
Jos South,Highland,Pineapple,7.46,307.74,55.69,225.91,21.34,954.18,0.12
Jos South,Highland,Pineapple,6.94,232.3,70.64,190.99,17.72,1014.34,0.08
Jos South,Highland,Pineapple,5.86,302.07,45.88,166.89,25.58,861.49,0.08
Jos South,Highland,Pineapple,6.85,346.19,52.83,223.76,24.15,820.07,0.08
Jos South,Highland,Pineapple,6.56,334.82,59.34,102.62,25.66,857.08,0.13
Jos South,Highland,Pineapple,5.53,329.46,62.74,185.55,22.09,957.62,0.44
Jos South,Highland,Pineapple,3.38,253.67,55.6,85.25,21.91,914.22,0.86
Jos South,Highland,Pineapple,6.95,246.74,51.03,154.24,19.94,984.13,0.08
Jos South,Highland,Pineapple,3.83,291.32,60.12,107.46,23.1,839.47,0.34
Jos South,Highland,Pineapple,6.08,264.44,58.08,125.9,20.54,913.97,0.08
Jos South,Highland,Pineapple,4.93,202.4,47.06,140.73,20.4,907.74,0.23
Jos South,Highland,Pineapple,5.69,301.63,45.21,82.5,18.56,864.74,0.12
Jos South,Highland,Pineapple,4.25,212.74,47.47,170.59,22.4,852.45,0.1
Jos South,Highland,Pineapple,4.07,264.53,42.9,195.68,16.81,887.06,0.35
Jos South,Highland,Onion,6.25,125.0,36.86,35.99,14.22,342.98,0.6
Jos South,Highland,Onion,5.64,102.19,26.38,54.09,12.65,687.5,0.48
Jos South,Highland,Onion,7.23,99.82,38.4,64.0,15.64,325.33,0.5
Jos South,Highland,Onion,6.64,79.68,18.75,55.4,19.45,687.5,0.61
Jos South,Highland,Onion,6.7,72.26,18.75,37.61,19.04,518.07,0.52
Jos South,Highland,Onion,5.96,125.0,51.73,100.0,14.04,584.46,0.3
Jos South,Highland,Onion,7.02,53.56,35.31,34.08,12.79,452.42,0.33
Jos South,Highland,Onion,5.82,68.02,42.5,33.93,15.14,687.5,0.38
Jos South,Highland,Onion,5.71,75.44,46.53,60.43,12.96,606.4,0.3
Jos South,Highland,Onion,6.54,90.36,29.2,39.36,11.92,612.33,1.29
Jos South,Highland,Onion,5.76,91.52,18.75,44.54,14.41,443.98,0.3
Jos South,Highland,Onion,5.74,87.64,30.6,33.75,11.25,479.27,0.89
Jos South,Highland,Onion,4.5,69.15,26.65,84.8,13.38,594.64,0.72
Jos South,Highland,Onion,4.87,98.75,35.29,66.84,25.0,307.1,1.55
Jos South,Highland,Onion,5.97,87.52,32.25,47.82,12.84,588.4,0.3
Jos South,Highland,Onion,6.58,71.1,19.61,47.29,18.15,487.61,0.83
Jos South,Highland,Onion,5.7,98.51,40.77,94.19,13.99,627.93,0.7
Jos South,Highland,Onion,6.91,64.04,41.47,52.5,14.31,560.69,0.78
Jos South,Highland,Onion,6.07,85.83,51.18,76.58,17.02,496.91,0.3
Jos South,Highland,Onion,6.71,101.27,49.95,44.15,13.83,358.92,0.44
Jos South,Highland,Onion,6.73,69.93,40.25,52.59,15.44,416.24,0.69
Jos South,Highland,Onion,4.5,76.45,18.75,81.08,16.76,604.39,1.45
Jos South,Highland,Onion,5.57,121.61,43.65,51.65,17.8,421.06,0.3
Jos South,Highland,Onion,5.78,68.47,20.47,81.43,13.75,591.08,0.35
Jos South,Highland,Onion,5.05,87.12,18.75,55.07,11.25,687.5,1.13
Jos South,Highland,Onion,6.2,110.32,22.92,67.56,15.08,580.77,1.31
Jos South,Highland,Onion,6.57,87.56,18.75,36.88,14.14,560.88,0.3
Jos South,Highland,Onion,7.57,116.22,39.8,57.94,13.88,439.05,0.69
Jos South,Highland,Onion,6.29,51.83,36.68,53.31,11.25,449.72,0.43
Jos South,Highland,Onion,7.26,93.81,18.75,66.39,11.25,676.19,0.4
Jos South,Highland,Onion,6.08,111.77,18.75,33.75,12.8,671.02,0.3
Jos South,Highland,Onion,4.5,70.28,39.21,80.96,13.15,502.05,1.25
Jos South,Highland,Onion,5.02,71.75,35.0,65.64,13.02,554.01,0.3
Jos South,Highland,Onion,5.75,91.4,21.34,57.68,15.8,510.08,0.74
Jos South,Highland,Onion,5.56,75.99,39.9,59.68,12.8,576.13,1.02
Jos South,Highland,Onion,4.92,107.88,28.86,65.16,17.98,390.13,0.3
Jos South,Highland,Onion,5.97,62.52,53.0,38.99,12.89,573.82,0.3
Jos South,Highland,Onion,5.9,88.23,28.9,54.57,12.96,373.49,0.82
Jos South,Highland,Onion,7.18,81.25,35.41,70.61,11.25,687.5,0.75
Jos South,Highland,Onion,7.11,63.7,53.97,72.29,16.11,577.28,0.52
Jos South,Highland,Onion,6.85,84.09,18.75,33.75,13.96,586.13,0.62
Jos South,Highland,Onion,6.86,45.0,34.46,33.75,16.71,538.99,0.87
Jos South,Highland,Onion,5.62,110.69,44.93,68.38,14.12,617.58,0.3
Jos South,Highland,Onion,6.65,119.32,45.26,41.59,15.55,399.28,0.95
Jos South,Highland,Onion,6.41,45.0,19.24,50.7,13.63,409.04,0.85
Jos South,Highland,Onion,6.29,76.28,23.98,77.87,19.31,493.64,0.33
Jos South,Highland,Onion,6.43,72.46,31.16,71.57,11.25,687.5,0.68
Jos South,Highland,Onion,5.89,78.73,32.35,33.75,18.84,554.82,0.88
Jos South,Highland,Onion,6.7,56.98,38.3,51.01,16.96,302.07,0.59
Jos South,Highland,Onion,5.78,90.91,38.26,42.03,12.43,537.1,0.3
Kanke,Lowland,Irish-potato,5.49,86.47,30.0,140.34,14.37,300.0,0.56
Kanke,Lowland,Irish-potato,4.9,145.9,64.87,128.18,19.6,319.66,0.85
Kanke,Lowland,Irish-potato,3.88,60.0,52.57,168.32,17.66,327.21,0.72
Kanke,Lowland,Irish-potato,5.3,60.0,72.97,107.41,15.37,300.0,0.95
Kanke,Lowland,Irish-potato,5.59,117.44,75.0,187.43,14.14,342.11,0.8
Kanke,Lowland,Irish-potato,5.88,60.0,75.0,206.9,24.4,328.3,1.59
Kanke,Lowland,Irish-potato,6.64,77.78,32.53,90.0,20.49,300.0,1.02
Kanke,Lowland,Irish-potato,5.16,105.88,66.84,171.69,22.48,300.0,0.86
Kanke,Lowland,Irish-potato,4.19,128.45,75.0,183.71,22.14,300.0,1.88
Kanke,Lowland,Irish-potato,6.03,125.14,75.0,90.0,16.16,300.0,1.59
Kanke,Lowland,Irish-potato,3.96,125.91,75.0,196.52,18.99,300.0,0.77
Kanke,Lowland,Irish-potato,5.81,126.67,58.71,138.08,10.91,300.0,1.88
Kanke,Lowland,Irish-potato,3.78,106.03,75.0,94.14,18.65,564.14,1.22
Kanke,Lowland,Irish-potato,6.7,60.0,75.0,150.95,20.7,477.23,0.83
Kanke,Lowland,Irish-potato,4.99,60.0,69.95,175.68,20.24,585.17,1.41
Kanke,Lowland,Irish-potato,4.93,68.56,46.93,222.33,23.03,358.33,1.24
Kanke,Lowland,Irish-potato,4.08,140.44,71.04,225.0,14.93,333.85,1.33
Kanke,Lowland,Irish-potato,5.33,91.85,44.12,206.3,20.52,300.0,1.88
Kanke,Lowland,Irish-potato,5.75,104.09,60.79,189.11,14.98,405.26,0.22
Kanke,Lowland,Irish-potato,5.51,60.0,75.0,142.69,17.26,300.0,1.06
Kanke,Lowland,Irish-potato,5.95,60.0,75.0,177.77,13.78,300.0,1.88
Kanke,Lowland,Irish-potato,4.05,60.0,75.0,177.8,14.72,437.91,0.67
Kanke,Lowland,Irish-potato,5.69,136.54,68.7,179.01,24.16,399.95,0.59
Kanke,Lowland,Irish-potato,5.17,150.0,41.64,141.05,19.46,390.57,0.7
Kanke,Lowland,Irish-potato,5.71,150.0,62.83,112.56,12.58,445.15,1.79
Kanke,Lowland,Irish-potato,5.19,99.31,49.08,102.68,20.92,559.91,0.4
Kanke,Lowland,Irish-potato,6.09,119.49,75.0,90.0,13.22,373.93,1.48
Kanke,Lowland,Irish-potato,6.25,124.11,55.15,106.14,22.31,300.0,1.88
Kanke,Lowland,Irish-potato,4.58,150.0,71.28,152.83,16.18,340.34,1.44
Kanke,Lowland,Irish-potato,4.87,78.61,56.5,164.15,10.55,480.18,0.7
Kanke,Lowland,Irish-potato,3.88,60.0,30.0,90.0,15.52,741.82,0.94
Kanke,Lowland,Irish-potato,4.95,113.41,61.69,155.96,13.82,653.91,1.88
Kanke,Lowland,Irish-potato,3.45,63.55,54.5,109.38,19.77,300.0,1.88
Kanke,Lowland,Irish-potato,5.77,106.83,75.0,218.08,16.03,300.0,1.25
Kanke,Lowland,Irish-potato,5.5,104.26,31.8,117.87,17.74,386.76,1.88
Kanke,Lowland,Irish-potato,3.69,117.09,75.0,225.0,16.58,486.0,1.51
Kanke,Lowland,Irish-potato,4.97,95.93,67.02,90.0,20.39,422.08,1.1
Kanke,Lowland,Irish-potato,6.46,75.77,52.34,225.0,15.09,303.73,1.14
Kanke,Lowland,Irish-potato,5.48,106.67,36.77,132.08,15.87,386.49,1.44
Kanke,Lowland,Irish-potato,5.14,60.0,75.0,173.28,22.85,477.73,1.79
Kanke,Lowland,Irish-potato,5.18,146.51,68.53,154.88,25.0,555.58,1.51
Kanke,Lowland,Irish-potato,3.78,60.0,64.52,167.66,15.85,424.67,1.88
Kanke,Lowland,Irish-potato,5.37,60.0,57.44,117.76,16.64,327.62,0.96
Kanke,Lowland,Irish-potato,3.8,94.93,49.58,90.0,25.0,590.53,1.01
Kanke,Lowland,Irish-potato,4.82,60.0,75.0,225.0,18.55,579.12,1.3
Kanke,Lowland,Irish-potato,3.73,84.98,61.7,136.16,17.23,384.01,1.17
Kanke,Lowland,Irish-potato,4.85,62.27,46.85,92.58,21.42,300.0,1.82
Kanke,Lowland,Irish-potato,5.92,88.82,30.0,141.05,17.78,300.0,0.94
Kanke,Lowland,Irish-potato,6.04,122.67,43.21,90.0,16.86,362.65,1.47
Kanke,Lowland,Irish-potato,4.38,117.3,75.0,202.84,17.83,367.95,1.03
Kanke,Lowland,Tomato,7.49,106.1,98.08,212.41,22.45,300.0,1.64
Kanke,Lowland,Tomato,6.06,138.98,82.89,266.85,20.91,599.54,0.38
Kanke,Lowland,Tomato,6.63,138.26,76.01,229.78,29.74,300.0,1.76
Kanke,Lowland,Tomato,3.75,96.24,137.5,182.94,19.69,376.93,2.5
Kanke,Lowland,Tomato,4.01,93.74,136.2,296.5,24.08,300.0,2.5
Kanke,Lowland,Tomato,7.97,144.19,75.57,207.74,23.84,438.56,2.43
Kanke,Lowland,Tomato,7.14,92.98,133.03,224.6,27.31,570.93,0.63
Kanke,Lowland,Tomato,6.09,108.9,55.74,226.16,31.25,300.0,1.39
Kanke,Lowland,Tomato,6.87,127.98,93.92,149.54,25.45,311.8,0.38
Kanke,Lowland,Tomato,7.51,152.34,98.25,220.69,28.9,426.15,2.05
Kanke,Lowland,Tomato,5.78,162.64,105.31,219.06,19.3,433.44,0.83
Kanke,Lowland,Tomato,5.39,100.62,68.91,300.0,29.95,623.82,0.56
Kanke,Lowland,Tomato,6.21,86.68,78.63,167.28,29.58,353.82,2.16
Kanke,Lowland,Tomato,6.83,187.5,58.06,268.64,29.19,300.0,2.12
Kanke,Lowland,Tomato,6.52,117.76,75.27,176.55,31.25,400.08,1.96
Kanke,Lowland,Tomato,5.21,101.66,125.3,147.2,22.8,403.97,1.49
Kanke,Lowland,Tomato,5.92,135.93,115.08,244.22,20.46,366.88,2.25
Kanke,Lowland,Tomato,7.16,84.37,106.12,120.0,24.69,621.18,0.75
Kanke,Lowland,Tomato,5.16,146.67,56.4,180.57,26.94,326.07,1.25
Kanke,Lowland,Tomato,6.99,136.68,103.9,194.24,26.02,385.58,1.73
Kanke,Lowland,Tomato,5.55,119.07,70.91,208.39,21.18,300.0,1.59
Kanke,Lowland,Tomato,6.37,147.22,85.58,229.02,26.76,451.84,0.83
Kanke,Lowland,Tomato,6.3,135.01,97.08,120.0,25.16,657.87,1.16
Kanke,Lowland,Tomato,5.29,135.28,105.09,265.54,19.35,485.24,1.83
Kanke,Lowland,Tomato,5.96,134.27,123.92,250.63,19.82,495.59,1.37
Kanke,Lowland,Tomato,6.21,126.53,92.95,265.5,24.16,300.0,1.14
Kanke,Lowland,Tomato,6.33,160.23,112.73,170.43,31.25,430.86,2.31
Kanke,Lowland,Tomato,5.95,139.94,118.93,266.73,28.83,501.65,1.19
Kanke,Lowland,Tomato,5.47,134.09,121.39,199.65,28.86,569.3,0.77
Kanke,Lowland,Tomato,5.16,120.3,104.97,185.6,30.04,449.42,1.44
Kanke,Lowland,Tomato,4.47,86.03,104.27,120.0,28.65,381.57,2.5
Kanke,Lowland,Tomato,8.75,119.1,94.1,256.37,31.25,300.0,0.38
Kanke,Lowland,Tomato,5.41,141.38,109.94,259.82,19.59,300.0,2.01
Kanke,Lowland,Tomato,5.17,75.0,100.7,246.94,24.0,346.64,1.3
Kanke,Lowland,Tomato,5.7,85.09,78.13,234.29,25.82,419.59,0.72
Kanke,Lowland,Tomato,5.92,75.0,101.58,276.54,18.46,331.71,1.64
Kanke,Lowland,Tomato,7.58,111.33,78.72,120.0,24.92,638.0,1.61
Kanke,Lowland,Tomato,6.1,133.78,96.6,172.18,27.87,426.31,1.42
Kanke,Lowland,Tomato,5.0,162.4,114.34,184.28,28.6,342.01,0.87
Kanke,Lowland,Tomato,5.25,75.0,109.27,124.78,19.47,300.0,1.35
Kanke,Lowland,Tomato,5.95,114.87,69.53,155.45,26.4,335.83,1.63
Kanke,Lowland,Tomato,5.11,129.67,131.11,237.31,22.81,429.98,1.24
Kanke,Lowland,Tomato,6.14,114.9,92.58,219.9,20.43,300.0,0.44
Kanke,Lowland,Tomato,4.28,88.9,101.08,168.46,26.6,404.05,0.38
Kanke,Lowland,Tomato,6.88,148.03,70.81,229.58,20.99,411.38,0.53
Kanke,Lowland,Tomato,4.06,113.23,93.65,191.51,19.65,353.39,1.6
Kanke,Lowland,Tomato,6.08,129.71,79.3,264.57,19.68,456.83,2.24
Kanke,Lowland,Tomato,6.68,118.49,83.03,258.25,18.67,300.0,1.13
Kanke,Lowland,Tomato,7.56,135.47,71.48,195.58,21.98,317.27,2.1
Kanke,Lowland,Tomato,4.54,171.3,118.64,260.8,22.6,382.52,0.41
Kanke,Lowland,Groundnut,6.32,17.28,50.0,32.83,26.72,482.37,0.52
Kanke,Lowland,Groundnut,6.98,10.16,34.04,38.57,25.24,499.18,0.94
Kanke,Lowland,Groundnut,6.41,10.14,41.56,50.0,28.49,616.1,0.53
Kanke,Lowland,Groundnut,6.72,7.98,15.34,36.05,32.17,610.72,1.1
Kanke,Lowland,Groundnut,5.72,13.25,41.3,44.06,21.55,396.23,0.99
Kanke,Lowland,Groundnut,6.95,7.5,34.53,43.77,30.97,580.75,1.22
Kanke,Lowland,Groundnut,6.15,7.5,31.16,50.0,32.88,582.81,1.16
Kanke,Lowland,Groundnut,6.85,11.14,35.0,50.0,24.7,688.2,0.9
Kanke,Lowland,Groundnut,7.42,7.5,45.45,36.08,23.05,525.47,1.37
Kanke,Lowland,Groundnut,6.13,7.5,35.55,41.76,29.92,610.68,0.99
Kanke,Lowland,Groundnut,7.73,15.7,31.84,28.42,27.08,460.79,1.35
Kanke,Lowland,Groundnut,6.9,7.5,39.41,48.4,33.35,603.44,1.28
Kanke,Lowland,Groundnut,6.66,16.66,50.0,30.86,26.78,409.96,1.15
Kanke,Lowland,Groundnut,7.36,10.9,11.25,38.92,31.2,562.66,1.16
Kanke,Lowland,Groundnut,6.46,7.5,44.41,35.22,35.0,566.49,0.81
Kanke,Lowland,Groundnut,6.26,13.85,33.4,50.0,28.65,414.73,1.5
Kanke,Lowland,Groundnut,6.66,18.89,28.02,45.7,29.09,375.0,1.5
Kanke,Lowland,Groundnut,7.4,12.07,20.81,45.56,28.3,541.45,1.08
Kanke,Lowland,Groundnut,6.93,22.85,45.19,33.34,32.77,691.21,1.5
Kanke,Lowland,Groundnut,5.96,15.81,11.25,47.36,26.08,724.18,0.74
Kanke,Lowland,Groundnut,5.62,11.64,11.25,49.09,20.77,503.32,0.29
Kanke,Lowland,Groundnut,6.44,24.0,42.16,34.97,27.89,502.1,1.18
Kanke,Lowland,Groundnut,5.81,17.86,11.25,37.01,26.29,573.81,1.02
Kanke,Lowland,Groundnut,5.79,8.64,39.79,41.83,25.97,443.96,1.26
Kanke,Lowland,Groundnut,6.32,13.88,50.0,30.07,21.52,591.33,0.77
Kanke,Lowland,Groundnut,6.44,9.83,33.1,50.0,30.81,600.49,0.52
Kanke,Lowland,Groundnut,5.94,7.5,25.08,50.0,29.81,474.18,1.0
Kanke,Lowland,Groundnut,6.22,15.59,48.07,28.38,29.05,608.68,0.87
Kanke,Lowland,Groundnut,7.04,25.0,35.37,45.96,25.42,521.12,1.17
Kanke,Lowland,Groundnut,6.74,8.43,39.91,50.0,29.57,612.12,0.93
Kanke,Lowland,Groundnut,7.07,16.03,23.02,45.31,24.53,426.24,1.08
Kanke,Lowland,Groundnut,6.8,7.5,50.0,47.53,25.53,375.0,0.96
Kanke,Lowland,Groundnut,6.36,15.06,31.59,24.96,26.64,464.38,1.23
Kanke,Lowland,Groundnut,6.21,24.21,11.25,50.0,27.21,600.18,1.04
Kanke,Lowland,Groundnut,7.31,12.13,20.86,50.0,27.6,525.82,1.44
Kanke,Lowland,Groundnut,6.01,17.87,28.28,41.37,28.25,375.0,0.74
Kanke,Lowland,Groundnut,7.43,19.57,35.98,44.65,26.97,658.11,0.94
Kanke,Lowland,Groundnut,6.77,21.09,25.55,50.0,22.64,689.93,0.88
Kanke,Lowland,Groundnut,6.48,7.5,30.26,33.42,25.87,484.0,1.35
Kanke,Lowland,Groundnut,6.75,16.19,20.91,34.82,34.3,414.31,1.5
Kanke,Lowland,Groundnut,6.48,14.41,50.0,50.0,27.61,454.75,0.99
Kanke,Lowland,Groundnut,6.83,19.6,36.96,47.94,33.73,544.44,1.12
Kanke,Lowland,Groundnut,5.72,7.5,42.56,41.69,26.2,528.38,0.99
Kanke,Lowland,Groundnut,7.3,14.9,25.99,50.0,27.24,561.37,0.85
Kanke,Lowland,Groundnut,6.24,14.89,37.08,46.72,27.06,375.0,0.86
Kanke,Lowland,Groundnut,7.1,12.66,33.3,50.0,25.51,375.0,0.96
Kanke,Lowland,Groundnut,6.34,8.75,34.33,46.82,27.97,535.78,1.5
Kanke,Lowland,Groundnut,6.42,16.02,29.46,35.12,25.95,444.2,1.14
Kanke,Lowland,Groundnut,8.03,10.21,30.81,41.97,29.39,530.72,1.46
Kanke,Lowland,Groundnut,5.18,7.5,29.66,50.0,22.52,375.0,1.21
Kanke,Lowland,Pepper,6.59,89.75,32.51,62.07,26.08,587.6,1.96
Kanke,Lowland,Pepper,4.12,99.31,30.46,80.79,22.68,1127.42,0.45
Kanke,Lowland,Pepper,6.42,157.26,62.5,74.88,27.2,450.0,0.45
Kanke,Lowland,Pepper,7.12,134.17,62.5,51.47,28.23,1533.38,1.91
Kanke,Lowland,Pepper,6.62,134.74,23.97,123.11,22.29,1016.22,0.52
Kanke,Lowland,Pepper,5.35,193.16,41.83,125.0,25.09,450.0,2.24
Kanke,Lowland,Pepper,5.86,163.01,47.26,47.02,26.36,1562.5,1.96
Kanke,Lowland,Pepper,6.33,178.43,49.97,93.02,19.77,913.64,2.34
Kanke,Lowland,Pepper,5.65,192.73,45.56,64.22,30.74,716.29,2.14
Kanke,Lowland,Pepper,6.12,131.94,54.1,95.16,15.02,450.0,2.26
Kanke,Lowland,Pepper,6.26,112.95,27.07,59.18,14.89,786.61,1.19
Kanke,Lowland,Pepper,5.53,131.6,52.21,125.0,17.56,1264.46,2.29
Kanke,Lowland,Pepper,5.7,142.72,40.21,92.4,33.42,1054.56,1.97
Kanke,Lowland,Pepper,6.0,75.0,43.85,119.2,17.48,450.0,1.7
Kanke,Lowland,Pepper,5.52,101.94,40.71,51.67,20.39,1091.63,0.7
Kanke,Lowland,Pepper,4.98,108.59,57.58,82.35,23.06,841.81,0.45
Kanke,Lowland,Pepper,6.81,150.1,40.92,113.93,19.58,1252.53,1.72
Kanke,Lowland,Pepper,6.08,133.58,45.33,119.55,19.85,535.97,2.34
Kanke,Lowland,Pepper,5.86,171.27,62.5,76.98,29.08,450.0,2.14
Kanke,Lowland,Pepper,6.55,153.76,37.47,43.92,28.14,450.0,1.39
Kanke,Lowland,Pepper,7.2,142.25,62.5,114.43,22.07,835.35,1.58
Kanke,Lowland,Pepper,4.99,95.88,38.71,41.25,25.75,730.59,0.45
Kanke,Lowland,Pepper,6.73,163.71,50.21,79.02,28.61,1082.84,1.83
Kanke,Lowland,Pepper,5.66,145.72,62.5,71.86,33.75,625.76,1.64
Kanke,Lowland,Pepper,5.79,143.54,21.47,73.19,19.77,876.3,2.31
Kanke,Lowland,Pepper,6.94,75.0,62.5,95.27,21.42,884.56,1.74
Kanke,Lowland,Pepper,5.79,142.5,38.03,76.91,21.9,450.0,1.71
Kanke,Lowland,Pepper,6.89,155.48,58.86,96.04,22.7,1143.27,0.66
Kanke,Lowland,Pepper,5.59,94.91,62.5,112.27,28.06,1231.32,1.0
Kanke,Lowland,Pepper,6.68,129.27,59.25,84.5,23.48,1030.03,2.23
Kanke,Lowland,Pepper,5.79,131.89,31.45,41.25,26.55,1055.81,1.8
Kanke,Lowland,Pepper,4.67,120.03,18.75,123.48,19.8,1300.86,2.27
Kanke,Lowland,Pepper,5.59,88.01,52.01,65.36,26.04,641.98,0.45
Kanke,Lowland,Pepper,4.43,143.68,38.7,73.0,29.15,1269.79,1.42
Kanke,Lowland,Pepper,6.08,154.87,27.09,93.38,28.4,1082.84,0.45
Kanke,Lowland,Pepper,5.71,98.43,48.35,100.14,33.36,637.38,1.26
Kanke,Lowland,Pepper,7.38,146.54,62.5,95.1,19.43,450.0,0.53
Kanke,Lowland,Pepper,6.96,183.07,62.5,109.65,31.6,605.14,0.8
Kanke,Lowland,Pepper,7.12,151.5,48.46,97.69,27.2,1311.63,2.5
Kanke,Lowland,Pepper,6.85,169.03,54.4,75.42,29.47,450.0,2.35
Kanke,Lowland,Pepper,5.33,146.1,34.56,102.05,25.32,450.0,1.91
Kanke,Lowland,Pepper,5.87,170.48,46.91,97.9,20.47,601.61,1.29
Kanke,Lowland,Pepper,7.13,203.08,35.14,115.79,14.11,450.0,0.94
Kanke,Lowland,Pepper,5.19,75.0,52.92,81.9,27.49,1086.72,1.8
Kanke,Lowland,Pepper,6.95,131.55,29.57,115.29,22.41,470.36,1.49
Kanke,Lowland,Pepper,5.58,117.3,51.92,96.67,20.79,640.14,2.36
Kanke,Lowland,Pepper,6.81,212.5,62.5,117.56,18.21,1114.54,1.58
Kanke,Lowland,Pepper,5.9,141.27,60.69,100.67,20.89,1106.43,1.17
Kanke,Lowland,Pepper,6.57,121.97,43.7,107.64,20.04,1562.33,0.45
Kanke,Lowland,Pepper,5.86,149.55,55.42,84.88,25.2,980.62,1.45
