LGA,Climate,Crop,N,P,K,pH,Temp,Rainfall,Salinity
Qua'an-Pan,Lowland,Maize,191.13,75.65,125.0,8.1,27.89,412.03,1.38
Qua'an-Pan,Lowland,Maize,222.63,95.24,120.97,5.17,29.03,716.72,1.44
Qua'an-Pan,Lowland,Maize,250.0,100.0,107.85,6.88,26.22,506.79,1.89
Qua'an-Pan,Lowland,Maize,250.0,78.09,125.0,7.43,22.46,375.0,1.39
Qua'an-Pan,Lowland,Maize,223.24,71.07,93.77,4.12,20.75,692.55,2.24
Qua'an-Pan,Lowland,Maize,179.83,85.36,121.34,7.48,29.29,461.3,1.25
Qua'an-Pan,Lowland,Maize,171.0,65.86,77.01,7.16,29.99,404.4,1.94
Qua'an-Pan,Lowland,Maize,210.7,100.0,106.22,7.7,31.41,399.48,1.7
Qua'an-Pan,Lowland,Maize,196.86,71.93,70.99,6.81,25.04,595.54,1.13
Qua'an-Pan,Lowland,Maize,250.0,75.89,125.0,6.54,22.9,451.54,2.25
Qua'an-Pan,Lowland,Maize,182.86,75.41,96.34,5.62,24.05,565.31,1.56
Qua'an-Pan,Lowland,Maize,199.17,95.48,78.72,6.85,35.0,471.38,1.02
Qua'an-Pan,Lowland,Maize,203.69,54.79,105.63,6.92,26.33,461.19,1.81
Qua'an-Pan,Lowland,Maize,176.84,57.85,82.63,8.84,33.89,375.0,1.46
Qua'an-Pan,Lowland,Wheat,166.74,44.23,62.5,4.95,23.12,495.55,2.68
Qua'an-Pan,Lowland,Wheat,152.79,50.19,39.94,6.51,20.33,524.87,1.11
Qua'an-Pan,Lowland,Wheat,154.71,53.61,51.23,7.09,25.0,537.34,3.07
Qua'an-Pan,Lowland,Wheat,140.67,46.9,48.53,8.32,18.42,541.51,1.09
Qua'an-Pan,Lowland,Wheat,122.35,44.83,34.96,6.33,18.15,532.04,1.49
Qua'an-Pan,Lowland,Wheat,150.83,53.75,28.59,7.1,25.0,382.78,2.37
Qua'an-Pan,Lowland,Wheat,137.66,39.54,48.7,7.51,25.0,469.82,1.74
Qua'an-Pan,Lowland,Wheat,166.12,48.89,32.7,9.24,21.63,337.5,1.22
Qua'an-Pan,Lowland,Wheat,161.25,45.28,34.81,7.11,23.99,406.61,2.61
Qua'an-Pan,Lowland,Wheat,90.59,47.82,45.96,6.66,23.1,580.39,1.68
Qua'an-Pan,Lowland,Wheat,140.88,46.27,49.08,4.5,21.66,565.25,2.22
Qua'an-Pan,Lowland,Wheat,87.33,43.98,33.22,7.62,21.71,468.08,2.23
Qua'an-Pan,Lowland,Wheat,111.79,49.34,61.78,7.43,23.68,337.5,2.28
Qua'an-Pan,Lowland,Wheat,81.53,42.62,49.78,6.44,22.16,500.63,2.04
Qua'an-Pan,Lowland,Wheat,141.44,47.14,23.33,8.71,19.55,374.09,0.6
Qua'an-Pan,Lowland,Wheat,101.83,45.22,31.51,8.31,20.55,502.46,1.04
Qua'an-Pan,Lowland,Wheat,151.77,46.74,53.85,7.28,20.79,553.69,2.47
Qua'an-Pan,Lowland,Wheat,155.78,45.49,59.06,8.31,21.24,421.93,2.14
Qua'an-Pan,Lowland,Wheat,148.61,43.52,62.5,4.96,20.9,616.77,1.19
Qua'an-Pan,Lowland,Wheat,176.77,48.97,43.68,7.07,22.23,555.99,1.77
Qua'an-Pan,Lowland,Wheat,134.09,52.98,18.75,7.21,16.07,461.0,0.75
Qua'an-Pan,Lowland,Wheat,162.23,49.72,41.09,9.7,17.74,337.5,0.88
Qua'an-Pan,Lowland,Wheat,145.92,50.27,37.56,7.31,25.0,337.5,3.12
Qua'an-Pan,Lowland,Wheat,105.26,41.57,51.7,9.03,17.34,495.15,0.6
Qua'an-Pan,Lowland,Wheat,152.17,50.92,45.01,7.04,22.77,391.35,1.62
Qua'an-Pan,Lowland,Wheat,130.08,44.81,60.94,9.39,20.53,337.5,0.72
Qua'an-Pan,Lowland,Wheat,164.88,46.42,56.42,6.78,17.17,590.89,0.75
Qua'an-Pan,Lowland,Wheat,90.72,41.06,19.23,7.17,22.07,612.63,1.19
Qua'an-Pan,Lowland,Wheat,104.99,51.37,28.06,8.08,17.54,496.26,0.6
Qua'an-Pan,Lowland,Wheat,97.43,37.69,18.75,6.82,21.53,475.19,2.43
Qua'an-Pan,Lowland,Wheat,97.85,41.29,33.7,7.43,19.33,409.49,2.31
Qua'an-Pan,Lowland,Wheat,162.27,48.21,62.5,7.81,18.62,379.19,2.79
Qua'an-Pan,Lowland,Wheat,123.46,48.97,56.62,6.53,18.44,448.38,1.9
Qua'an-Pan,Lowland,Wheat,187.5,46.89,62.5,6.94,18.68,444.28,2.03
Qua'an-Pan,Lowland,Wheat,166.74,46.55,43.21,7.22,19.26,451.81,0.6
Qua'an-Pan,Lowland,Wheat,150.13,44.58,58.48,5.69,20.37,578.82,2.46
Qua'an-Pan,Lowland,Wheat,184.01,47.9,39.37,6.11,20.83,531.79,0.96
Qua'an-Pan,Lowland,Wheat,167.77,56.25,62.5,8.27,16.56,499.64,1.45
Qua'an-Pan,Lowland,Wheat,187.5,46.66,62.5,8.05,21.17,390.65,1.86
Qua'an-Pan,Lowland,Wheat,115.35,45.63,20.11,7.12,24.11,506.35,1.76
Qua'an-Pan,Lowland,Wheat,179.97,51.13,52.46,8.44,21.19,339.27,1.52
Qua'an-Pan,Lowland,Wheat,128.93,55.83,30.62,8.79,24.13,340.66,0.97
Qua'an-Pan,Lowland,Wheat,184.24,56.25,62.5,7.06,19.47,442.94,1.38
Qua'an-Pan,Lowland,Wheat,159.92,40.18,54.6,8.87,16.91,471.53,1.04
Qua'an-Pan,Lowland,Wheat,176.28,40.95,42.96,7.64,23.06,546.38,1.83
Qua'an-Pan,Lowland,Wheat,129.68,44.06,38.83,6.14,23.95,480.65,3.12
Qua'an-Pan,Lowland,Wheat,143.98,46.49,62.5,7.87,19.0,423.58,2.17
Qua'an-Pan,Lowland,Wheat,128.8,47.73,57.55,7.08,21.25,410.28,1.89
Qua'an-Pan,Lowland,Wheat,121.37,54.58,47.23,6.07,15.53,433.33,1.4
Qua'an-Pan,Lowland,Wheat,156.66,46.4,45.54,7.32,20.64,531.19,0.83
Qua'an-Pan,Lowland,Pineapple,309.16,75.33,240.14,4.93,25.75,595.1,0.93
Qua'an-Pan,Lowland,Pineapple,288.76,60.94,135.16,5.25,25.2,789.0,0.44
Qua'an-Pan,Lowland,Pineapple,233.14,54.69,117.0,5.67,25.11,895.72,0.75
Qua'an-Pan,Lowland,Pineapple,235.15,52.57,204.32,4.82,23.74,1167.37,0.63
Qua'an-Pan,Lowland,Pineapple,264.48,43.91,160.56,7.71,23.9,525.0,0.5
Qua'an-Pan,Lowland,Pineapple,284.83,61.71,186.28,4.77,30.61,902.79,0.68
Qua'an-Pan,Lowland,Pineapple,217.81,46.56,109.66,6.3,28.42,653.49,1.0
Qua'an-Pan,Lowland,Pineapple,302.55,66.14,123.19,6.43,28.26,806.57,0.36
Qua'an-Pan,Lowland,Pineapple,185.33,60.57,82.5,3.67,24.03,1250.0,0.46
Qua'an-Pan,Lowland,Pineapple,301.95,64.0,182.52,5.55,32.11,706.48,0.8
Qua'an-Pan,Lowland,Pineapple,231.78,55.65,82.5,5.46,25.27,761.76,0.79
Qua'an-Pan,Lowland,Pineapple,198.4,45.46,82.5,4.64,29.09,842.04,0.67
Qua'an-Pan,Lowland,Pineapple,329.68,58.3,187.69,5.6,30.01,679.59,0.83
Qua'an-Pan,Lowland,Pineapple,294.1,40.65,211.52,7.87,27.26,530.9,0.57
Qua'an-Pan,Lowland,Pineapple,176.26,67.3,82.5,5.21,22.43,914.13,0.19
Qua'an-Pan,Lowland,Pineapple,338.28,67.77,275.0,6.58,24.22,860.39,0.41
Qua'an-Pan,Lowland,Pineapple,258.3,65.75,184.01,5.46,29.86,585.88,1.25
Qua'an-Pan,Lowland,Pineapple,238.21,62.05,193.64,3.38,27.08,707.64,1.02
Qua'an-Pan,Lowland,Pineapple,262.12,38.07,89.2,4.62,25.42,999.74,0.62
Qua'an-Pan,Lowland,Pineapple,228.64,67.52,96.86,5.78,26.83,956.56,0.38
Qua'an-Pan,Lowland,Pineapple,283.01,60.65,184.86,7.37,24.42,969.3,0.08
Qua'an-Pan,Lowland,Pineapple,239.57,75.81,103.95,6.35,25.65,779.0,0.18
Qua'an-Pan,Lowland,Pineapple,272.97,81.25,202.33,5.09,25.12,641.69,1.05
Qua'an-Pan,Lowland,Pineapple,300.94,60.12,204.6,7.26,26.4,552.28,0.73
Qua'an-Pan,Lowland,Pineapple,274.65,50.18,82.5,4.17,26.62,821.09,1.06
Qua'an-Pan,Lowland,Pineapple,286.36,66.41,93.61,5.88,28.8,590.96,1.07
Qua'an-Pan,Lowland,Pineapple,335.43,55.06,132.69,4.71,26.37,783.7,0.68
Qua'an-Pan,Lowland,Pineapple,234.95,63.27,82.5,6.42,28.58,807.88,0.34
Qua'an-Pan,Lowland,Pineapple,320.99,59.6,266.44,4.26,28.92,694.18,1.25
Qua'an-Pan,Lowland,Pineapple,318.18,76.47,189.02,5.19,24.0,935.16,0.63
Qua'an-Pan,Lowland,Pineapple,334.96,80.59,239.78,7.87,26.64,550.68,0.76
Qua'an-Pan,Lowland,Pineapple,305.44,72.86,151.96,6.32,26.54,531.42,0.76
Qua'an-Pan,Lowland,Pineapple,347.55,81.25,275.0,6.59,26.99,586.6,0.93
Qua'an-Pan,Lowland,Pineapple,320.59,63.43,190.85,5.45,26.38,699.82,0.51
Qua'an-Pan,Lowland,Pineapple,231.31,58.17,138.47,5.45,26.74,877.67,0.68
Qua'an-Pan,Lowland,Pineapple,205.97,44.89,103.49,4.92,23.34,992.33,0.74
Qua'an-Pan,Lowland,Pineapple,254.76,43.91,82.5,4.59,25.54,1095.45,0.41
Qua'an-Pan,Lowland,Pineapple,341.15,61.29,183.06,4.04,28.78,1029.8,0.3
Qua'an-Pan,Lowland,Pineapple,241.23,54.9,118.73,6.29,22.5,853.23,0.1
Qua'an-Pan,Lowland,Pineapple,231.06,41.37,82.5,5.93,23.52,996.44,0.17
Qua'an-Pan,Lowland,Pineapple,256.19,64.25,82.5,6.02,21.98,954.91,0.14
Qua'an-Pan,Lowland,Pineapple,278.21,54.41,82.5,5.66,25.98,800.5,0.79
Qua'an-Pan,Lowland,Pineapple,322.25,81.25,227.81,7.56,27.74,525.0,1.25
Qua'an-Pan,Lowland,Pineapple,276.37,60.92,181.62,4.49,26.81,1027.98,0.44
Qua'an-Pan,Lowland,Pineapple,303.01,73.47,146.06,7.23,25.87,548.8,0.71
Qua'an-Pan,Lowland,Pineapple,293.79,67.57,159.06,5.38,26.81,894.06,0.43
Qua'an-Pan,Lowland,Pineapple,304.1,70.44,275.0,5.98,27.44,728.68,0.73
Qua'an-Pan,Lowland,Pineapple,239.54,68.93,121.91,5.7,29.15,827.84,0.58
Qua'an-Pan,Lowland,Pineapple,305.71,66.24,271.27,6.82,26.08,623.3,0.6
Qua'an-Pan,Lowland,Pineapple,267.07,56.79,201.25,6.22,31.76,587.48,1.1
Qua'an-Pan,Lowland,Onion,45.6,38.04,33.75,7.5,21.22,367.41,0.34
Qua'an-Pan,Lowland,Onion,80.58,40.75,70.3,6.05,23.09,262.5,2.02
Qua'an-Pan,Lowland,Onion,80.24,30.51,46.62,7.09,18.14,562.25,0.3
Qua'an-Pan,Lowland,Onion,84.24,40.76,88.82,6.06,14.95,448.67,1.17
Qua'an-Pan,Lowland,Onion,85.75,50.82,96.22,6.69,15.14,461.64,0.49
Qua'an-Pan,Lowland,Onion,82.67,18.75,33.75,6.39,21.91,311.83,1.11
Qua'an-Pan,Lowland,Onion,117.59,56.25,78.95,6.51,20.51,523.98,0.41
Qua'an-Pan,Lowland,Onion,120.54,56.25,70.14,6.25,20.11,288.01,1.52
Qua'an-Pan,Lowland,Onion,120.68,44.44,62.83,6.46,22.58,266.57,1.33
Qua'an-Pan,Lowland,Onion,84.47,47.22,67.11,6.43,22.33,428.91,1.59
Qua'an-Pan,Lowland,Onion,73.58,46.63,96.75,7.18,21.16,275.28,0.69
Qua'an-Pan,Lowland,Onion,91.95,56.25,71.56,7.1,25.0,272.0,1.37
Qua'an-Pan,Lowland,Onion,122.42,37.92,100.0,7.36,23.93,262.5,2.05
Qua'an-Pan,Lowland,Onion,98.43,38.66,67.99,8.75,11.82,262.5,0.57
Qua'an-Pan,Lowland,Onion,95.04,46.17,69.79,6.33,22.35,316.12,1.06
Qua'an-Pan,Lowland,Onion,94.13,47.12,90.36,6.96,16.22,438.22,0.64
Qua'an-Pan,Lowland,Onion,98.86,22.27,57.04,6.64,21.97,263.44,1.7
Qua'an-Pan,Lowland,Onion,115.96,45.89,66.85,6.35,19.39,502.06,0.97
Qua'an-Pan,Lowland,Onion,113.81,32.81,49.1,6.91,18.42,335.87,0.7
Qua'an-Pan,Lowland,Onion,90.77,42.57,34.91,7.13,20.57,459.93,0.3
Qua'an-Pan,Lowland,Onion,111.24,45.13,65.93,7.03,18.68,466.8,0.45
Qua'an-Pan,Lowland,Onion,106.33,38.04,100.0,7.77,20.94,262.5,2.25
Qua'an-Pan,Lowland,Onion,77.73,38.45,38.28,7.5,18.66,262.5,0.52
Qua'an-Pan,Lowland,Onion,107.14,34.3,98.43,6.62,21.69,279.87,1.4
Qua'an-Pan,Lowland,Onion,85.98,45.46,100.0,6.38,25.0,262.5,2.25
Qua'an-Pan,Lowland,Onion,67.22,29.81,65.98,6.85,20.15,360.44,1.51
Qua'an-Pan,Lowland,Onion,73.7,48.24,87.03,6.25,20.13,435.17,0.74
Qua'an-Pan,Lowland,Onion,63.43,28.38,33.75,6.47,19.41,628.71,0.31
Qua'an-Pan,Lowland,Onion,125.0,50.66,84.55,6.79,25.0,381.94,0.97
Qua'an-Pan,Lowland,Onion,68.33,29.71,75.25,5.43,23.22,569.26,1.34
Qua'an-Pan,Lowland,Onion,58.96,49.21,70.14,5.94,22.3,337.34,1.24
Qua'an-Pan,Lowland,Onion,125.0,40.3,84.67,7.94,24.27,262.5,1.98
Qua'an-Pan,Lowland,Onion,120.75,44.99,83.9,6.76,23.5,262.5,1.1
Qua'an-Pan,Lowland,Onion,85.5,40.81,82.32,7.17,19.93,272.68,1.12
Qua'an-Pan,Lowland,Onion,115.92,44.98,71.33,6.99,22.93,262.5,1.7
Qua'an-Pan,Lowland,Onion,84.6,36.98,69.56,7.98,19.33,262.5,0.71
Qua'an-Pan,Lowland,Onion,125.0,56.25,60.3,6.44,22.08,317.48,1.06
Qua'an-Pan,Lowland,Onion,92.88,42.8,74.09,7.57,22.42,303.46,0.79
Qua'an-Pan,Lowland,Onion,95.29,31.67,62.29,5.33,22.49,554.44,1.73
Qua'an-Pan,Lowland,Onion,125.0,35.96,51.77,6.15,17.51,541.03,0.79
Qua'an-Pan,Lowland,Onion,71.19,49.33,91.31,6.21,19.82,489.99,0.98
Qua'an-Pan,Lowland,Onion,125.0,56.25,91.63,6.57,16.73,495.14,0.74
Qua'an-Pan,Lowland,Onion,89.63,32.64,43.96,6.58,21.98,262.5,1.44
Qua'an-Pan,Lowland,Onion,71.22,39.67,33.75,7.24,19.16,447.17,0.48
Qua'an-Pan,Lowland,Onion,125.0,54.05,100.0,7.21,20.48,405.48,0.72
Qua'an-Pan,Lowland,Onion,98.47,32.27,85.59,6.94,15.76,379.54,0.56
Qua'an-Pan,Lowland,Onion,105.94,36.1,78.19,5.79,25.0,407.78,1.92
Qua'an-Pan,Lowland,Onion,100.94,56.25,74.34,7.07,16.54,302.3,1.02
Qua'an-Pan,Lowland,Onion,121.19,48.91,76.33,7.51,17.17,462.4,0.3
Qua'an-Pan,Lowland,Onion,97.93,49.26,61.68,6.73,23.05,279.13,1.1
Pankshin,Highland,Irish-potato,60.0,39.04,185.98,4.63,14.83,747.38,0.22
Pankshin,Highland,Irish-potato,60.0,51.71,90.0,4.44,10.65,613.68,0.22
Pankshin,Highland,Irish-potato,111.73,59.86,225.0,4.78,13.14,405.34,0.57
Pankshin,Highland,Irish-potato,118.96,74.38,192.95,4.75,13.38,712.65,0.22
Pankshin,Highland,Irish-potato,90.98,39.92,95.94,3.77,14.77,750.0,0.37
Pankshin,Highland,Irish-potato,120.29,42.89,178.35,4.29,7.5,750.0,0.26
Pankshin,Highland,Irish-potato,60.0,65.13,164.67,4.58,7.5,750.0,0.22
Pankshin,Highland,Irish-potato,85.06,45.49,124.89,4.74,7.5,675.88,0.22
Pankshin,Highland,Irish-potato,95.67,45.04,101.53,5.72,9.09,461.66,0.77
Pankshin,Highland,Irish-potato,98.27,73.69,90.0,4.13,12.0,750.0,0.33
Pankshin,Highland,Irish-potato,113.09,45.3,103.13,5.21,12.34,413.67,0.33
Pankshin,Highland,Irish-potato,60.0,46.23,90.76,4.44,17.63,750.0,0.92
Pankshin,Highland,Irish-potato,109.67,75.0,137.07,4.12,12.48,375.89,1.21
Pankshin,Highland,Irish-potato,119.14,57.1,181.3,3.0,7.5,750.0,0.22
Pankshin,Highland,Irish-potato,131.51,58.47,225.0,3.53,9.05,648.32,1.06
Pankshin,Highland,Irish-potato,79.13,32.5,195.21,4.5,7.5,629.11,0.45
Pankshin,Highland,Irish-potato,88.09,30.0,90.0,4.75,16.35,436.81,1.07
Pankshin,Highland,Irish-potato,60.0,30.42,157.88,4.86,9.09,713.42,0.58
Pankshin,Highland,Irish-potato,71.89,36.34,123.09,3.28,13.75,750.0,0.22
Pankshin,Highland,Irish-potato,144.08,68.51,194.01,4.19,11.2,750.0,0.25
Pankshin,Highland,Irish-potato,150.0,60.89,225.0,4.42,13.79,750.0,0.74
Pankshin,Highland,Irish-potato,141.79,60.73,199.64,4.15,15.71,440.13,0.87
Pankshin,Highland,Irish-potato,66.43,36.16,90.0,3.84,7.5,750.0,0.22
Pankshin,Highland,Irish-potato,60.0,35.22,90.0,3.99,10.79,669.16,0.22
Pankshin,Highland,Irish-potato,60.0,45.91,90.0,3.56,16.47,750.0,1.07
Pankshin,Highland,Irish-potato,60.0,61.07,144.69,3.29,8.64,682.95,0.3
Pankshin,Highland,Irish-potato,91.2,67.7,90.0,3.56,14.74,750.0,0.61
Pankshin,Highland,Irish-potato,60.0,52.71,90.0,4.55,7.5,750.0,0.22
Pankshin,Highland,Irish-potato,69.22,46.41,90.0,4.56,14.38,543.81,0.84
Pankshin,Highland,Irish-potato,85.98,50.72,174.71,3.43,18.85,615.99,0.92
Pankshin,Highland,Irish-potato,66.55,75.0,225.0,3.18,15.06,404.7,1.54
Pankshin,Highland,Irish-potato,73.71,48.2,120.42,3.28,15.8,629.48,1.88
Pankshin,Highland,Irish-potato,101.19,74.91,217.35,5.75,11.73,310.0,1.3
Pankshin,Highland,Irish-potato,98.4,32.39,108.35,4.21,12.74,750.0,0.35
Pankshin,Highland,Irish-potato,60.0,49.28,144.74,4.2,11.45,749.4,1.04
Pankshin,Highland,Irish-potato,128.72,30.0,119.27,4.47,15.0,355.86,1.52
Pankshin,Highland,Irish-potato,84.17,75.0,139.97,4.1,9.16,635.2,0.41
Pankshin,Highland,Irish-potato,71.93,30.0,159.7,3.61,12.74,750.0,0.29
Pankshin,Highland,Irish-potato,60.0,46.35,138.45,3.91,13.28,745.57,0.7
Pankshin,Highland,Irish-potato,141.22,60.35,215.51,4.08,7.5,681.31,0.9
Pankshin,Highland,Irish-potato,64.0,43.65,90.0,3.83,7.5,676.08,0.71
Pankshin,Highland,Irish-potato,122.7,61.26,219.88,4.77,14.99,382.4,1.6
Pankshin,Highland,Irish-potato,90.68,65.36,193.55,4.07,12.2,726.62,0.31
Pankshin,Highland,Irish-potato,66.6,75.0,169.63,4.21,7.5,381.03,0.77
Pankshin,Highland,Irish-potato,150.0,36.62,183.82,3.55,11.13,608.98,1.2
Pankshin,Highland,Irish-potato,99.78,64.38,178.36,4.76,13.95,368.05,0.95
Pankshin,Highland,Irish-potato,75.56,71.29,203.74,5.89,8.42,613.47,0.22
Pankshin,Highland,Irish-potato,60.0,37.99,172.76,4.24,10.97,750.0,0.22
Pankshin,Highland,Irish-potato,60.0,59.05,102.65,3.77,11.59,750.0,0.42
Pankshin,Highland,Irish-potato,130.13,46.04,102.92,4.49,12.75,505.09,0.71
Pankshin,Highland,Tomato,107.93,86.53,207.46,6.11,18.89,741.09,0.38
Pankshin,Highland,Tomato,103.09,53.14,177.74,3.75,22.2,589.43,1.3
Pankshin,Highland,Tomato,84.3,59.14,176.75,7.78,13.5,647.09,0.38
Pankshin,Highland,Tomato,160.09,137.5,247.05,7.27,25.44,316.86,2.49
Pankshin,Highland,Tomato,187.34,103.25,242.62,8.11,20.65,393.88,1.78
Pankshin,Highland,Tomato,75.0,57.61,155.24,4.55,17.52,750.0,1.25
Pankshin,Highland,Tomato,146.27,110.74,215.52,3.75,14.07,709.66,0.71
Pankshin,Highland,Tomato,87.44,61.23,234.79,7.81,13.5,597.38,0.38
Pankshin,Highland,Tomato,78.41,101.18,183.71,5.53,16.91,673.92,0.38
Pankshin,Highland,Tomato,85.23,66.63,137.71,5.03,13.5,733.52,0.82
Pankshin,Highland,Tomato,94.46,76.75,136.32,5.05,24.22,558.14,1.08
Pankshin,Highland,Tomato,129.69,48.75,246.98,4.07,13.94,529.1,1.36
Pankshin,Highland,Tomato,98.56,103.87,258.29,6.28,13.5,615.19,0.83
Pankshin,Highland,Tomato,75.0,48.75,120.0,6.61,14.49,655.61,0.6
Pankshin,Highland,Tomato,80.1,85.49,209.9,5.89,13.5,639.73,0.67
Pankshin,Highland,Tomato,124.74,137.5,226.26,5.86,20.55,513.55,1.15
Pankshin,Highland,Tomato,122.63,83.13,170.43,5.94,22.62,577.43,1.54
Pankshin,Highland,Tomato,100.17,134.47,241.65,3.75,16.46,712.58,0.99
Pankshin,Highland,Tomato,75.0,68.59,187.82,6.72,17.74,497.22,0.65
Pankshin,Highland,Tomato,93.26,87.91,164.42,5.39,16.25,684.47,0.72
Pankshin,Highland,Tomato,91.09,76.08,218.73,6.77,22.43,542.39,0.85
Pankshin,Highland,Tomato,87.75,63.46,161.8,4.96,16.45,619.82,0.65
Pankshin,Highland,Tomato,75.0,116.39,178.1,3.75,17.57,615.57,1.56
Pankshin,Highland,Tomato,125.54,72.86,181.51,5.11,24.35,513.27,2.02
Pankshin,Highland,Tomato,131.64,86.81,168.64,4.59,23.05,582.33,1.57
Pankshin,Highland,Tomato,115.93,63.69,190.64,6.48,18.93,607.78,0.38
Pankshin,Highland,Tomato,83.84,96.47,132.21,5.94,13.5,614.27,0.88
Pankshin,Highland,Tomato,129.58,75.94,162.03,4.94,14.62,579.79,1.05
Pankshin,Highland,Tomato,117.96,105.71,175.79,4.51,14.91,532.32,1.1
Pankshin,Highland,Tomato,111.09,106.98,206.71,5.88,14.1,503.66,1.02
Pankshin,Highland,Tomato,111.53,137.5,266.62,7.28,15.66,440.9,2.15
Pankshin,Highland,Tomato,103.05,57.06,175.96,5.78,13.5,750.0,0.38
Pankshin,Highland,Tomato,123.41,75.04,169.2,8.05,24.26,524.6,0.69
Pankshin,Highland,Tomato,155.43,102.82,289.44,6.33,19.3,515.21,0.94
Pankshin,Highland,Tomato,121.47,83.21,264.7,5.42,17.36,563.89,0.68
Pankshin,Highland,Tomato,162.82,90.86,288.11,5.9,23.75,591.4,1.22
Pankshin,Highland,Tomato,75.0,105.11,208.73,3.75,16.29,748.06,1.46
Pankshin,Highland,Tomato,88.25,96.69,181.0,5.5,15.39,595.62,0.8
Pankshin,Highland,Tomato,95.69,98.69,141.2,6.66,16.16,479.59,0.39
Pankshin,Highland,Tomato,121.96,137.5,276.47,7.65,23.56,522.45,0.38
Pankshin,Highland,Tomato,75.0,93.29,222.62,6.29,16.92,583.62,0.69
Pankshin,Highland,Tomato,140.55,102.08,181.19,5.66,21.04,496.98,1.27
Pankshin,Highland,Tomato,109.21,84.18,209.83,6.03,22.37,602.66,0.38
Pankshin,Highland,Tomato,125.48,126.64,264.48,6.12,17.96,420.94,0.42
Pankshin,Highland,Tomato,75.0,51.1,161.81,4.68,21.52,670.71,0.52
Pankshin,Highland,Tomato,114.82,106.12,232.93,6.75,25.17,393.47,1.57
Pankshin,Highland,Tomato,104.72,55.02,193.02,5.08,23.31,593.04,1.96
Pankshin,Highland,Tomato,108.17,60.58,202.41,5.82,23.59,656.61,0.57
Pankshin,Highland,Tomato,75.0,64.65,174.35,5.57,19.71,741.13,0.78
Pankshin,Highland,Tomato,118.89,73.59,129.16,6.15,22.48,431.68,0.81
Pankshin,Highland,Groundnut,7.5,25.11,18.75,6.1,24.25,638.54,0.28
Pankshin,Highland,Groundnut,7.5,35.15,30.21,5.76,23.84,769.27,0.45
Pankshin,Highland,Groundnut,7.5,38.1,25.05,5.53,21.57,656.97,0.49
Pankshin,Highland,Groundnut,7.5,38.83,42.43,5.64,17.41,718.93,0.62
Pankshin,Highland,Groundnut,7.5,34.87,27.47,6.74,29.73,521.49,0.7
Pankshin,Highland,Groundnut,7.5,50.0,34.39,5.66,17.98,763.45,0.57
Pankshin,Highland,Groundnut,7.5,50.0,36.3,6.09,17.51,607.6,0.7
Pankshin,Highland,Groundnut,7.5,32.42,26.59,4.99,24.33,744.55,0.87
Pankshin,Highland,Groundnut,7.5,44.58,25.77,5.48,25.12,855.09,0.67
Pankshin,Highland,Groundnut,7.5,50.0,34.14,5.85,20.65,602.17,0.74
Pankshin,Highland,Groundnut,7.5,18.3,27.32,5.7,21.12,875.0,0.39
Pankshin,Highland,Groundnut,7.5,42.13,27.58,5.67,16.5,754.36,0.61
Pankshin,Highland,Groundnut,7.5,24.87,18.75,6.39,23.58,706.74,0.41
Pankshin,Highland,Groundnut,7.5,26.31,45.33,5.52,17.16,843.79,0.48
Pankshin,Highland,Groundnut,7.5,47.33,28.64,5.98,16.5,667.81,0.28
Pankshin,Highland,Groundnut,7.5,28.85,28.23,6.77,21.83,628.81,0.81
Pankshin,Highland,Groundnut,7.5,14.3,27.86,7.17,21.0,705.45,0.49
Pankshin,Highland,Groundnut,7.5,25.91,33.63,5.49,20.02,850.68,0.46
Pankshin,Highland,Groundnut,7.5,11.25,18.75,5.48,17.49,758.27,1.31
Pankshin,Highland,Groundnut,7.5,21.7,42.9,5.28,24.61,569.13,1.06
Pankshin,Highland,Groundnut,7.5,33.62,45.43,6.13,30.1,503.56,0.59
Pankshin,Highland,Groundnut,7.5,11.25,19.66,6.15,23.03,661.91,0.68
Pankshin,Highland,Groundnut,7.5,16.69,48.47,6.07,24.83,540.65,0.97
Pankshin,Highland,Groundnut,7.5,45.47,31.13,6.69,25.19,536.62,0.77
Pankshin,Highland,Groundnut,7.5,35.53,18.75,5.55,29.19,639.58,0.75
Pankshin,Highland,Groundnut,7.5,37.35,29.63,5.64,19.22,663.26,0.39
Pankshin,Highland,Groundnut,9.36,50.0,43.53,6.53,20.51,567.13,0.52
Pankshin,Highland,Groundnut,7.5,28.7,23.33,5.76,22.08,619.53,0.67
Pankshin,Highland,Groundnut,7.5,11.25,18.75,5.7,24.38,780.47,0.7
Pankshin,Highland,Groundnut,7.5,40.36,26.2,5.51,19.88,723.14,0.59
Pankshin,Highland,Groundnut,7.5,18.38,31.12,6.04,24.4,787.39,0.44
Pankshin,Highland,Groundnut,7.5,44.92,21.39,6.62,23.86,735.12,0.15
Pankshin,Highland,Groundnut,7.5,26.88,32.46,6.33,23.98,647.99,0.66
Pankshin,Highland,Groundnut,7.5,11.25,34.68,5.8,23.42,618.06,0.94
Pankshin,Highland,Groundnut,7.5,25.65,32.38,5.68,20.72,833.09,0.69
Pankshin,Highland,Groundnut,7.5,20.27,30.93,7.02,22.95,579.51,0.18
Pankshin,Highland,Groundnut,7.5,11.25,21.14,4.9,21.72,857.09,0.65
Pankshin,Highland,Groundnut,7.5,11.25,25.95,4.97,26.79,726.64,1.0
